name,smiles,p_crbn_glue,error
cand_1002,COc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1003,CNc1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1004,Nc1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.875,
cand_1005,CCc1cc(C)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1006,NS(=O)(=O)c1cc2c(cc1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1007,O=C1CCC(N2C(=O)c3ccc(-c4ccc(N5CCNCC5)cc4)c(Cl)c3C2=O)C(=O)N1,0.995,
cand_1008,N#Cc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1009,CN(C)c1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1010,Cc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1011,O=C1CCC(N2C(=O)c3ccc(Cl)c(C(F)(F)F)c3C2=O)C(=O)N1,0.96,
cand_1012,NS(=O)(=O)c1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1013,Cc1cc(N)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1014,CCc1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1015,COc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)CN(C1CCC(=O)NC1=O)C2=O,0.995,
cand_1016,CN(C)c1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1017,NC(=O)c1c(F)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1018,NS(=O)(=O)c1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1019,O=C1CCC(N2C(=O)c3ccc([N+](=O)[O-])c([N+](=O)[O-])c3C2=O)C(=O)N1,0.925,
cand_1020,O=C1CCC(N2Cc3cc(Cl)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.94,
cand_1021,Nc1cc2c(cc1[N+](=O)[O-])CN(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1022,O=C1CCC(N2Cc3ccc(C(F)(F)F)c([N+](=O)[O-])c3C2=O)C(=O)N1,0.875,
cand_1023,Nc1ccc(I)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1024,CCc1cc(NC)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1025,O=C1CCC(N2Cc3cc([N+](=O)[O-])c(F)cc3C2=O)C(=O)N1,0.925,
cand_1026,CNc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.99,
cand_1027,O=C1CCC(N2C(=O)c3ccc(I)c(I)c3C2=O)C(=O)N1,0.975,
cand_1028,N#Cc1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1029,Nc1cc2c(cc1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1030,O=C1CCC(N2Cc3c(ccc(-c4ccc(N5CCNCC5)cc4)c3O)C2=O)C(=O)N1,0.995,
cand_1031,CNc1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1032,CCc1c(N(C)C)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1033,Cc1c(C(N)=O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1034,Cc1ccc2c(c1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1035,COc1cc2c(cc1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1036,COc1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_1037,O=C1CCC(N2Cc3ccc(C(=O)O)c(F)c3C2=O)C(=O)N1,0.95,
cand_1038,COc1ccc(C#N)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1039,CNc1cc2c(cc1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1040,CNc1cc(C)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1041,Cc1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_1042,CCc1ccc(N)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.835,
cand_1043,NS(=O)(=O)c1ccc(-c2ccc(N3CCNCC3)cc2)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.975,
cand_1044,O=C1CCC(N2C(=O)c3c(O)ccc(Br)c3C2=O)C(=O)N1,0.935,
cand_1045,O=C1CCC(N2Cc3cc(-c4ccc(N5CCNCC5)cc4)c(O)cc3C2=O)C(=O)N1,0.995,
cand_1046,N#Cc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1047,CCc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1048,NS(=O)(=O)c1cc2c(c([N+](=O)[O-])c1)CN(C1CCC(=O)NC1=O)C2=O,0.88,
cand_1049,O=C1CCC(N2C(=O)c3cc(F)c(Cl)cc3C2=O)C(=O)N1,0.965,
cand_1050,NS(=O)(=O)c1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1051,CNc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1052,Nc1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1053,NC(=O)c1ccc(N)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1054,CNc1cc(Cl)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1055,CN(C)c1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_1056,COc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1057,N#Cc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1058,N#Cc1ccc(I)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1059,Nc1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1060,O=C1CCC(N2Cc3c(cc(Cl)cc3[N+](=O)[O-])C2=O)C(=O)N1,0.885,
cand_1061,CCc1c(C)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1062,N#Cc1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1063,CN(C)c1ccc(C#N)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1064,N#Cc1c(O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1065,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(O)c3C2=O)C(=O)N1,0.96,
cand_1066,N#Cc1c(-c2ccc(N3CCNCC3)cc2)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.975,
cand_1067,CCc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1068,CN(C)c1ccc2c(c1F)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1069,Cc1ccc2c(c1I)CN(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1070,O=C1CCC(N2C(=O)c3c(I)ccc(C(=O)O)c3C2=O)C(=O)N1,0.89,
cand_1071,CCc1cc(-c2ccc(N3CCNCC3)cc2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1072,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(F)c3C2=O)C(=O)N1,0.92,
cand_1073,NC(=O)c1ccc([N+](=O)[O-])c2c1CN(C1CCC(=O)NC1=O)C2=O,0.855,
cand_1074,O=C1CCC(N2C(=O)c3cc(C(F)(F)F)cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.975,
cand_1075,CN(C)c1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1076,O=C1CCC(N2Cc3ccc(Cl)c(F)c3C2=O)C(=O)N1,0.955,
cand_1077,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(C(=O)O)c3C2=O)C(=O)N1,0.965,
cand_1078,O=C1CCC(N2C(=O)c3cc(F)cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.98,
cand_1079,O=C1CCC(N2Cc3c(ccc(C(F)(F)F)c3C(=O)O)C2=O)C(=O)N1,0.97,
cand_1080,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(I)c3C2=O)C(=O)N1,0.97,
cand_1081,O=C1CCC(N2Cc3c(ccc(C(F)(F)F)c3F)C2=O)C(=O)N1,0.98,
cand_1082,O=C1CCC(N2Cc3c(cc([N+](=O)[O-])cc3-c3ccc(N4CCNCC4)cc3)C2=O)C(=O)N1,0.895,
cand_1083,O=C1CCC(N2C(=O)c3cc(Br)cc(O)c3C2=O)C(=O)N1,0.975,
cand_1084,NC(=O)c1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1085,Nc1ccc(Cl)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1086,N#Cc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1087,CN(C)c1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_1088,NS(=O)(=O)c1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1089,COc1c(S(N)(=O)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1090,Nc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.98,
cand_1091,Nc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_1092,O=C1CCC(N2Cc3cc(Cl)cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.985,
cand_1093,CCc1ccc2c(c1O)CN(C1CCC(=O)NC1=O)C2=O,0.885,
cand_1094,O=C1CCC(N2Cc3c(I)ccc(O)c3C2=O)C(=O)N1,0.925,
cand_1095,O=C1CCC(N2Cc3cc([N+](=O)[O-])c(C(F)(F)F)cc3C2=O)C(=O)N1,0.85,
cand_1096,COc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.99,
cand_1097,O=C1CCC(N2Cc3c(C(=O)O)ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.86,
cand_1098,CCc1cc2c(c(N(C)C)c1)CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1099,CNc1ccc(NC)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1100,O=C1CCC(N2C(=O)c3ccc(Cl)c(Br)c3C2=O)C(=O)N1,0.97,
cand_1101,Nc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1102,COc1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.955,
cand_1103,O=C1CCC(N2C(=O)c3cc(I)cc(Br)c3C2=O)C(=O)N1,0.975,
cand_1104,N#Cc1ccc2c(c1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1105,NS(=O)(=O)c1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_1106,Nc1ccc(F)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1107,Cc1cc(C#N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1108,O=C1CCC(N2C(=O)c3ccc(-c4ccc(N5CCNCC5)cc4)c(I)c3C2=O)C(=O)N1,0.995,
cand_1109,N#Cc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1110,CN(C)c1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1111,O=C1CCC(N2C(=O)c3c(O)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.87,
cand_1112,Nc1cc2c(cc1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1113,NS(=O)(=O)c1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1114,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.94,
cand_1115,NC(=O)c1cc2c(cc1I)CN(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1116,CCc1ccc2c(c1NC)C(=O)N(C1CCC(=O)NC1=O)C2,0.83,
cand_1117,CNc1cc2c(cc1OC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1118,CNc1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1119,CN(C)c1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1120,Nc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1121,Cc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1122,CN(C)c1cc(C#N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1123,Cc1ccc(F)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1124,CCc1c(N)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1125,N#Cc1cc2c(c(C(N)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1126,CN(C)c1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1127,NS(=O)(=O)c1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1128,NC(=O)c1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1129,CNc1ccc2c(c1OC)C(=O)N(C1CCC(=O)NC1=O)C2,0.87,
cand_1130,O=C1CCC(N2Cc3c(I)ccc(Cl)c3C2=O)C(=O)N1,0.93,
cand_1131,NS(=O)(=O)c1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1132,COc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1133,CNc1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1134,Cc1cc2c(cc1Br)CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1135,NS(=O)(=O)c1cc(F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1136,NC(=O)c1c(Br)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1137,CN(C)c1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.88,
cand_1138,Cc1ccc(C(=O)O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1139,CN(C)c1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1140,CNc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1141,CNc1ccc2c(c1C#N)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1142,NC(=O)c1cc2c(cc1Cl)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1143,NC(=O)c1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1144,N#Cc1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1145,NS(=O)(=O)c1c(-c2ccc(N3CCNCC3)cc2)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.99,
cand_1146,NC(=O)c1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1147,NS(=O)(=O)c1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1148,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(Cl)c3C2=O)C(=O)N1,0.925,
cand_1149,O=C1CCC(N2Cc3c(-c4ccc(N5CCNCC5)cc4)ccc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.99,
cand_1150,N#Cc1cc2c(c(S(N)(=O)=O)c1)CN(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1151,Nc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1152,NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1153,NC(=O)c1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_1154,COc1cc2c(cc1C(N)=O)CN(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1155,O=C1CCC(N2C(=O)c3cc(Br)c(C(F)(F)F)cc3C2=O)C(=O)N1,0.93,
cand_1156,Nc1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1157,CNc1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1158,CCc1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1159,NS(=O)(=O)c1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1160,Nc1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1161,COc1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1162,COc1ccc2c(c1Cl)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1163,NS(=O)(=O)c1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1164,N#Cc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,
cand_1165,CN(C)c1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1166,Nc1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1167,CN(C)c1cc(N)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1168,O=C1CCC(N2Cc3c(Br)ccc(O)c3C2=O)C(=O)N1,0.935,
cand_1169,CCc1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1170,Nc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)CN(C1CCC(=O)NC1=O)C2=O,0.995,
cand_1171,O=C1CCC(N2C(=O)c3ccc(F)c(C(=O)O)c3C2=O)C(=O)N1,0.955,
cand_1172,O=C1CCC(N2Cc3c(ccc(F)c3C(F)(F)F)C2=O)C(=O)N1,0.995,
cand_1173,O=C1CCC(N2C(=O)c3c(F)ccc(C(=O)O)c3C2=O)C(=O)N1,0.885,
cand_1174,Cc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_1175,O=C1CCC(N2Cc3c([N+](=O)[O-])ccc(O)c3C2=O)C(=O)N1,0.84,
cand_1176,O=C1CCC(N2Cc3ccc(Br)c(Cl)c3C2=O)C(=O)N1,0.955,
cand_1177,COc1cc(Cl)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_1178,N#Cc1cc2c(cc1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1179,NC(=O)c1cc(Cl)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1180,O=C1CCC(N2Cc3cc(-c4ccc(N5CCNCC5)cc4)c([N+](=O)[O-])cc3C2=O)C(=O)N1,0.93,
cand_1181,O=C1CCC(N2Cc3c(ccc(I)c3I)C2=O)C(=O)N1,0.965,
cand_1182,CNc1c(S(N)(=O)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1183,CCc1c(NC)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1184,CCc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1185,Nc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1186,COc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1187,O=C1CCC(N2C(=O)c3ccc(Br)c(F)c3C2=O)C(=O)N1,0.96,
cand_1188,CNc1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1189,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(C(=O)O)c3C2=O)C(=O)N1,0.955,
cand_1190,NC(=O)c1cc2c(cc1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,
cand_1191,NC(=O)c1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1192,N#Cc1cc2c(cc1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1193,CCc1ccc2c(c1OC)CN(C1CCC(=O)NC1=O)C2=O,0.815,
cand_1194,O=C1CCC(N2Cc3c(ccc(C(=O)O)c3O)C2=O)C(=O)N1,0.99,
cand_1195,CN(C)c1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1196,COc1ccc(-c2ccc(N3CCNCC3)cc2)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1197,CN(C)c1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_1198,CCc1cc(N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1199,Nc1cc2c(cc1Br)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_1200,CCc1c(C)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1201,O=C1CCC(N2C(=O)c3cc(O)c(F)cc3C2=O)C(=O)N1,0.965,
cand_1202,CNc1cc2c(cc1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1203,CN(C)c1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1204,CCc1cc(I)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1205,N#Cc1cc(C(=O)O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1206,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(C(F)(F)F)c3C2=O)C(=O)N1,0.92,
cand_1207,NS(=O)(=O)c1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1208,CCc1cc(C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.895,
cand_1209,NC(=O)c1cc(Br)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.88,
cand_1210,O=C1CCC(N2Cc3c(C(F)(F)F)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.915,
cand_1211,CCc1cc(C#N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_1212,N#Cc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_1213,CNc1ccc(C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1214,CNc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1215,Nc1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.85,
cand_1216,N#Cc1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1217,Nc1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1218,NS(=O)(=O)c1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1219,CNc1c([N+](=O)[O-])ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1220,O=C1CCC(N2Cc3c(C(F)(F)F)ccc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.965,
cand_1221,COc1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1222,COc1cc2c(c(S(N)(=O)=O)c1)CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1223,Cc1cc([N+](=O)[O-])cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.84,
cand_1224,O=C1CCC(N2C(=O)c3cc(Br)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.91,
cand_1225,O=C1CCC(N2Cc3cc(O)c(Br)cc3C2=O)C(=O)N1,0.87,
cand_1226,N#Cc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1227,COc1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1228,N#Cc1ccc2c(c1O)CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1229,Cc1cc2c(cc1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1230,Cc1cc2c(cc1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1231,Cc1ccc2c(c1C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1232,O=C1CCC(N2Cc3c(cc(C(=O)O)cc3-c3ccc(N4CCNCC4)cc3)C2=O)C(=O)N1,0.95,
cand_1233,CCc1cc(OC)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1234,N#Cc1cc2c(cc1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_1235,NS(=O)(=O)c1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1236,NC(=O)c1ccc(C(N)=O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1237,COc1cc2c(cc1Br)CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1238,NC(=O)c1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1239,CN(C)c1cc2c(cc1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1240,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1241,CN(C)c1cc(I)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1242,CCc1ccc(OC)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.84,
cand_1243,CCc1c(C)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
